Grid Size,30
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
0,1,4,13,4.66667,4.6666,0,-49,-7,0
0,1,4,14,4.66666,4.6666,0,-49,-2.33333,0
0,1,4,15,4.66667,4.6666,0,-49,2.33334,0
0,1,3,15,4.66667,4.6667,0,-53.6666,2.33334,0
0,0,4,14,4.66666,4.6666,0,-49,-2.33333,0
0,1,3,15,4.66667,4.6667,0,-53.6666,2.33334,0
0,1,3,14,4.66666,4.6667,0,-53.6666,-2.33333,0
0,1,3,13,4.66667,4.6667,0,-53.6666,-7,0
0,1,4,13,4.66667,4.6666,0,-49,-7,0
0,1,5,13,4.66667,4.6667,0,-44.3334,-7,0
0,1,5,14,4.66666,4.6667,0,-44.3334,-2.33333,0
0,1,5,15,4.66667,4.6667,0,-44.3334,2.33334,0
0,1,4,15,4.66667,4.6666,0,-49,2.33334,0
0,0,5,14,4.66666,4.6667,0,-44.3334,-2.33333,0
0,1,4,15,4.66667,4.6666,0,-49,2.33334,0
0,1,4,14,4.66666,4.6666,0,-49,-2.33333,0
0,1,4,13,4.66667,4.6666,0,-49,-7,0
0,1,5,13,4.66667,4.6667,0,-44.3334,-7,0
0,1,6,13,4.66667,4.6667,0,-39.6666,-7,0
0,1,6,14,4.66666,4.6667,0,-39.6666,-2.33333,0
0,1,6,15,4.66667,4.6667,0,-39.6666,2.33334,0
0,1,5,15,4.66667,4.6667,0,-44.3334,2.33334,0
0,0,6,14,4.66666,4.6667,0,-39.6666,-2.33333,0
0,1,5,15,4.66667,4.6667,0,-44.3334,2.33334,0
0,1,5,14,4.66666,4.6667,0,-44.3334,-2.33333,0
0,1,5,13,4.66667,4.6667,0,-44.3334,-7,0
0,1,6,13,4.66667,4.6667,0,-39.6666,-7,0
0,1,7,13,4.66667,4.6666,0,-35,-7,0
0,1,7,14,4.66666,4.6666,0,-35,-2.33333,0
0,1,7,15,4.66667,4.6666,0,-35,2.33334,0
0,1,6,15,4.66667,4.6667,0,-39.6666,2.33334,0
0,0,7,14,4.66666,4.6666,0,-35,-2.33333,0
0,1,6,15,4.66667,4.6667,0,-39.6666,2.33334,0
0,1,6,14,4.66666,4.6667,0,-39.6666,-2.33333,0
0,1,6,13,4.66667,4.6667,0,-39.6666,-7,0
0,1,7,13,4.66667,4.6666,0,-35,-7,0
0,1,8,13,4.66667,4.6667,0,-30.3333,-7,0
0,1,8,14,4.66666,4.6667,0,-30.3333,-2.33333,0
1,1,0,0,0,0,0,0,0,0
0,1,7,15,4.66667,4.6666,0,-35,2.33334,0
0,0,8,14,4.66666,4.6667,0,-30.3333,-2.33333,0
0,1,7,15,4.66667,4.6666,0,-35,2.33334,0
0,1,7,14,4.66666,4.6666,0,-35,-2.33333,0
0,1,7,13,4.66667,4.6666,0,-35,-7,0
0,1,8,13,4.66667,4.6667,0,-30.3333,-7,0
0,1,9,13,4.66667,4.6667,0,-25.6666,-7,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,10,14,4.66666,4.6666,0,-21,-2.33333,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,9,13,4.66667,4.6667,0,-25.6666,-7,0
0,1,10,13,4.66667,4.6666,0,-21,-7,0
0,1,11,13,4.66667,4.6667,0,-16.3334,-7,0
0,1,11,14,4.66666,4.6667,0,-16.3334,-2.33333,0
0,1,11,15,4.66667,4.6667,0,-16.3334,2.33334,0
1,1,0,0,0,0,0,0,0,0
0,0,11,14,4.66666,4.6667,0,-16.3334,-2.33333,0
1,1,0,0,0,0,0,0,0,0
0,1,10,14,4.66666,4.6666,0,-21,-2.33333,0
0,1,10,13,4.66667,4.6666,0,-21,-7,0
0,1,11,13,4.66667,4.6667,0,-16.3334,-7,0
0,1,12,13,4.66667,4.66667,0,-11.6667,-7,0
0,1,12,14,4.66666,4.66667,0,-11.6667,-2.33333,0
0,1,12,15,4.66667,4.66667,0,-11.6667,2.33334,0
0,1,11,15,4.66667,4.6667,0,-16.3334,2.33334,0
0,0,12,14,4.66666,4.66667,0,-11.6667,-2.33333,0
0,1,11,15,4.66667,4.6667,0,-16.3334,2.33334,0
0,1,11,14,4.66666,4.6667,0,-16.3334,-2.33333,0
0,1,11,13,4.66667,4.6667,0,-16.3334,-7,0
0,1,12,13,4.66667,4.66667,0,-11.6667,-7,0
0,1,13,13,4.66667,4.66667,0,-7,-7,0
0,1,13,14,4.66666,4.66667,0,-7,-2.33333,0
0,1,13,15,4.66667,4.66667,0,-7,2.33334,0
0,1,12,15,4.66667,4.66667,0,-11.6667,2.33334,0
0,0,13,14,4.66666,4.66667,0,-7,-2.33333,0
0,1,12,15,4.66667,4.66667,0,-11.6667,2.33334,0
0,1,12,14,4.66666,4.66667,0,-11.6667,-2.33333,0
0,1,12,13,4.66667,4.66667,0,-11.6667,-7,0
0,1,13,13,4.66667,4.66667,0,-7,-7,0
0,1,14,13,4.66667,4.66666,0,-2.33333,-7,0
0,1,14,14,4.66666,4.66666,0,-2.33333,-2.33333,0
0,1,14,15,4.66667,4.66666,0,-2.33333,2.33334,0
0,1,13,15,4.66667,4.66667,0,-7,2.33334,0
0,0,14,14,4.66666,4.66666,0,-2.33333,-2.33333,0
0,1,13,15,4.66667,4.66667,0,-7,2.33334,0
0,1,13,14,4.66666,4.66667,0,-7,-2.33333,0
0,1,13,13,4.66667,4.66667,0,-7,-7,0
0,1,14,13,4.66667,4.66666,0,-2.33333,-7,0
0,1,15,13,4.66667,4.66667,0,2.33334,-7,0
0,1,15,14,4.66666,4.66667,0,2.33334,-2.33333,0
0,1,15,15,4.66667,4.66667,0,2.33334,2.33334,0
0,1,14,15,4.66667,4.66666,0,-2.33333,2.33334,0
0,0,15,14,4.66666,4.66667,0,2.33334,-2.33333,0
0,1,14,15,4.66667,4.66666,0,-2.33333,2.33334,0
0,1,14,14,4.66666,4.66666,0,-2.33333,-2.33333,0
0,1,14,13,4.66667,4.66666,0,-2.33333,-7,0
0,1,15,13,4.66667,4.66667,0,2.33334,-7,0
0,1,16,13,4.66667,4.66667,0,7,-7,0
0,1,16,14,4.66666,4.66667,0,7,-2.33333,0
0,1,16,15,4.66667,4.66667,0,7,2.33334,0
0,1,15,15,4.66667,4.66667,0,2.33334,2.33334,0
0,0,16,14,4.66666,4.66667,0,7,-2.33333,0
0,1,15,15,4.66667,4.66667,0,2.33334,2.33334,0
0,1,15,14,4.66666,4.66667,0,2.33334,-2.33333,0
0,1,15,13,4.66667,4.66667,0,2.33334,-7,0
0,1,16,13,4.66667,4.66667,0,7,-7,0
0,1,17,13,4.66667,4.66666,0,11.6667,-7,0
0,1,17,14,4.66666,4.66666,0,11.6667,-2.33333,0
0,1,17,15,4.66667,4.66666,0,11.6667,2.33334,0
0,1,16,15,4.66667,4.66667,0,7,2.33334,0
0,0,17,14,4.66666,4.66666,0,11.6667,-2.33333,0
0,1,16,15,4.66667,4.66667,0,7,2.33334,0
0,1,16,14,4.66666,4.66667,0,7,-2.33333,0
0,1,16,13,4.66667,4.66667,0,7,-7,0
0,1,17,13,4.66667,4.66666,0,11.6667,-7,0
0,1,18,13,4.66667,4.6667,0,16.3334,-7,0
0,1,18,14,4.66666,4.6667,0,16.3334,-2.33333,0
0,1,18,15,4.66667,4.6667,0,16.3334,2.33334,0
0,1,17,15,4.66667,4.66666,0,11.6667,2.33334,0
0,0,18,14,4.66666,4.6667,0,16.3334,-2.33333,0
0,1,17,15,4.66667,4.66666,0,11.6667,2.33334,0
0,1,17,14,4.66666,4.66666,0,11.6667,-2.33333,0
0,1,17,13,4.66667,4.66666,0,11.6667,-7,0
0,1,18,13,4.66667,4.6667,0,16.3334,-7,0
0,1,19,13,4.66667,4.6666,0,21,-7,0
0,1,19,14,4.66666,4.6666,0,21,-2.33333,0
0,1,19,15,4.66667,4.6666,0,21,2.33334,0
0,1,18,15,4.66667,4.6667,0,16.3334,2.33334,0
0,0,19,14,4.66666,4.6666,0,21,-2.33333,0
0,1,18,15,4.66667,4.6667,0,16.3334,2.33334,0
0,1,18,14,4.66666,4.6667,0,16.3334,-2.33333,0
0,1,18,13,4.66667,4.6667,0,16.3334,-7,0
0,1,19,13,4.66667,4.6666,0,21,-7,0
0,1,20,13,4.66667,4.6667,0,25.6666,-7,0
0,1,20,14,4.66666,4.6667,0,25.6666,-2.33333,0
0,1,20,15,4.66667,4.6667,0,25.6666,2.33334,0
0,1,19,15,4.66667,4.6666,0,21,2.33334,0
0,0,20,14,4.66666,4.6667,0,25.6666,-2.33333,0
0,1,19,15,4.66667,4.6666,0,21,2.33334,0
0,1,19,14,4.66666,4.6666,0,21,-2.33333,0
0,1,19,13,4.66667,4.6666,0,21,-7,0
0,1,20,13,4.66667,4.6667,0,25.6666,-7,0
0,1,21,13,4.66667,4.6667,0,30.3333,-7,0
0,1,21,14,4.66666,4.6667,0,30.3333,-2.33333,0
0,1,21,15,4.66667,4.6667,0,30.3333,2.33334,0
0,1,20,15,4.66667,4.6667,0,25.6666,2.33334,0
0,0,21,14,4.66666,4.6667,0,30.3333,-2.33333,0
0,1,20,15,4.66667,4.6667,0,25.6666,2.33334,0
0,1,20,14,4.66666,4.6667,0,25.6666,-2.33333,0
0,1,20,13,4.66667,4.6667,0,25.6666,-7,0
0,1,21,13,4.66667,4.6667,0,30.3333,-7,0
0,1,22,13,4.66667,4.6666,0,35,-7,0
0,1,22,14,4.66666,4.6666,0,35,-2.33333,0
0,1,22,15,4.66667,4.6666,0,35,2.33334,0
0,1,21,15,4.66667,4.6667,0,30.3333,2.33334,0
0,0,22,14,4.66666,4.6666,0,35,-2.33333,0
0,1,21,15,4.66667,4.6667,0,30.3333,2.33334,0
0,1,21,14,4.66666,4.6667,0,30.3333,-2.33333,0
0,1,21,13,4.66667,4.6667,0,30.3333,-7,0
0,1,22,13,4.66667,4.6666,0,35,-7,0
0,1,23,13,4.66667,4.6667,0,39.6666,-7,0
0,1,23,14,4.66666,4.6667,0,39.6666,-2.33333,0
0,1,23,15,4.66667,4.6667,0,39.6666,2.33334,0
0,1,22,15,4.66667,4.6666,0,35,2.33334,0
0,0,23,14,4.66666,4.6667,0,39.6666,-2.33333,0
0,1,22,15,4.66667,4.6666,0,35,2.33334,0
0,1,22,14,4.66666,4.6666,0,35,-2.33333,0
0,1,22,13,4.66667,4.6666,0,35,-7,0
0,1,23,13,4.66667,4.6667,0,39.6666,-7,0
0,1,24,13,4.66667,4.6667,0,44.3334,-7,0
0,1,24,14,4.66666,4.6667,0,44.3334,-2.33333,0
0,1,24,15,4.66667,4.6667,0,44.3334,2.33334,0
0,1,23,15,4.66667,4.6667,0,39.6666,2.33334,0
0,0,24,14,4.66666,4.6667,0,44.3334,-2.33333,0
0,1,23,15,4.66667,4.6667,0,39.6666,2.33334,0
0,1,23,14,4.66666,4.6667,0,39.6666,-2.33333,0
0,1,23,13,4.66667,4.6667,0,39.6666,-7,0
0,1,24,13,4.66667,4.6667,0,44.3334,-7,0
0,1,25,13,4.66667,4.6666,0,49,-7,0
0,1,25,14,4.66666,4.6666,0,49,-2.33333,0
0,1,25,15,4.66667,4.6666,0,49,2.33334,0
0,1,24,15,4.66667,4.6667,0,44.3334,2.33334,0
0,0,25,14,4.66666,4.6666,0,49,-2.33333,0
0,1,24,15,4.66667,4.6667,0,44.3334,2.33334,0
0,1,24,14,4.66666,4.6667,0,44.3334,-2.33333,0
0,1,24,13,4.66667,4.6667,0,44.3334,-7,0
0,1,25,13,4.66667,4.6666,0,49,-7,0
0,1,26,13,4.66667,4.6667,0,53.6666,-7,0
0,1,26,14,4.66666,4.6667,0,53.6666,-2.33333,0
0,1,26,15,4.66667,4.6667,0,53.6666,2.33334,0
0,1,25,15,4.66667,4.6666,0,49,2.33334,0
0,0,26,14,4.66666,4.6667,0,53.6666,-2.33333,0
0,1,25,15,4.66667,4.6666,0,49,2.33334,0
0,1,25,14,4.66666,4.6666,0,49,-2.33333,0
0,1,25,13,4.66667,4.6666,0,49,-7,0
0,1,26,13,4.66667,4.6667,0,53.6666,-7,0
0,1,27,13,4.66667,4.6667,0,58.3334,-7,0
0,1,27,14,4.66666,4.6667,0,58.3334,-2.33333,0
0,1,27,15,4.66667,4.6667,0,58.3334,2.33334,0
0,1,26,15,4.66667,4.6667,0,53.6666,2.33334,0
0,0,27,14,4.66666,4.6667,0,58.3334,-2.33333,0
0,1,26,15,4.66667,4.6667,0,53.6666,2.33334,0
0,1,26,14,4.66666,4.6667,0,53.6666,-2.33333,0
0,1,26,13,4.66667,4.6667,0,53.6666,-7,0
0,1,27,13,4.66667,4.6667,0,58.3334,-7,0
0,1,28,13,4.66667,4.6666,0,63,-7,0
0,1,28,14,4.66666,4.6666,0,63,-2.33333,0
0,1,28,15,4.66667,4.6666,0,63,2.33334,0
0,1,27,15,4.66667,4.6667,0,58.3334,2.33334,0
0,0,28,14,4.66666,4.6666,0,63,-2.33333,0
0,1,27,15,4.66667,4.6667,0,58.3334,2.33334,0
0,1,27,14,4.66666,4.6667,0,58.3334,-2.33333,0
0,1,27,13,4.66667,4.6667,0,58.3334,-7,0
0,1,28,13,4.66667,4.6666,0,63,-7,0
0,1,29,13,4.66667,4.6667,0,67.6666,-7,0
0,1,29,14,4.66666,4.6667,0,67.6666,-2.33333,0
0,1,29,15,4.66667,4.6667,0,67.6666,2.33334,0
0,1,28,15,4.66667,4.6666,0,63,2.33334,0
0,0,29,14,4.66666,4.6667,0,67.6666,-2.33333,0
0,1,28,15,4.66667,4.6666,0,63,2.33334,0
0,1,28,14,4.66666,4.6666,0,63,-2.33333,0
0,1,28,13,4.66667,4.6666,0,63,-7,0
0,1,29,13,4.66667,4.6667,0,67.6666,-7,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,29,15,4.66667,4.6667,0,67.6666,2.33334,0
0,0,0,15,4.66667,4.6667,0,-67.6666,2.33334,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,14,4.66666,4.6667,0,-67.6666,-2.33333,0
0,1,1,14,4.66666,4.6666,0,-63,-2.33333,0
0,1,1,15,4.66667,4.6666,0,-63,2.33334,0
0,1,1,16,4.66667,4.6666,0,-63,7,0
0,1,0,16,4.66667,4.6667,0,-67.6666,7,0
0,0,1,15,4.66667,4.6666,0,-63,2.33334,0
0,1,0,16,4.66667,4.6667,0,-67.6666,7,0
0,1,0,15,4.66667,4.6667,0,-67.6666,2.33334,0
0,1,0,14,4.66666,4.6667,0,-67.6666,-2.33333,0
0,1,1,14,4.66666,4.6666,0,-63,-2.33333,0
0,1,2,14,4.66666,4.6667,0,-58.3334,-2.33333,0
0,1,2,15,4.66667,4.6667,0,-58.3334,2.33334,0
0,1,2,16,4.66667,4.6667,0,-58.3334,7,0
0,1,1,16,4.66667,4.6666,0,-63,7,0
0,0,2,15,4.66667,4.6667,0,-58.3334,2.33334,0
0,1,1,16,4.66667,4.6666,0,-63,7,0
0,1,1,15,4.66667,4.6666,0,-63,2.33334,0
0,1,1,14,4.66666,4.6666,0,-63,-2.33333,0
0,1,2,14,4.66666,4.6667,0,-58.3334,-2.33333,0
0,1,3,14,4.66666,4.6667,0,-53.6666,-2.33333,0
0,1,3,15,4.66667,4.6667,0,-53.6666,2.33334,0
0,1,3,16,4.66667,4.6667,0,-53.6666,7,0
0,1,2,16,4.66667,4.6667,0,-58.3334,7,0
0,0,3,15,4.66667,4.6667,0,-53.6666,2.33334,0
0,1,2,16,4.66667,4.6667,0,-58.3334,7,0
0,1,2,15,4.66667,4.6667,0,-58.3334,2.33334,0
0,1,2,14,4.66666,4.6667,0,-58.3334,-2.33333,0
0,1,3,14,4.66666,4.6667,0,-53.6666,-2.33333,0
0,1,4,14,4.66666,4.6666,0,-49,-2.33333,0
0,1,4,15,4.66667,4.6666,0,-49,2.33334,0
0,1,4,16,4.66667,4.6666,0,-49,7,0
0,1,3,16,4.66667,4.6667,0,-53.6666,7,0
0,0,4,15,4.66667,4.6666,0,-49,2.33334,0
0,1,3,16,4.66667,4.6667,0,-53.6666,7,0
0,1,3,15,4.66667,4.6667,0,-53.6666,2.33334,0
0,1,3,14,4.66666,4.6667,0,-53.6666,-2.33333,0
0,1,4,14,4.66666,4.6666,0,-49,-2.33333,0
0,1,5,14,4.66666,4.6667,0,-44.3334,-2.33333,0
0,1,5,15,4.66667,4.6667,0,-44.3334,2.33334,0
0,1,5,16,4.66667,4.6667,0,-44.3334,7,0
0,1,4,16,4.66667,4.6666,0,-49,7,0
0,0,5,15,4.66667,4.6667,0,-44.3334,2.33334,0
0,1,4,16,4.66667,4.6666,0,-49,7,0
0,1,4,15,4.66667,4.6666,0,-49,2.33334,0
0,1,4,14,4.66666,4.6666,0,-49,-2.33333,0
0,1,5,14,4.66666,4.6667,0,-44.3334,-2.33333,0
0,1,6,14,4.66666,4.6667,0,-39.6666,-2.33333,0
0,1,6,15,4.66667,4.6667,0,-39.6666,2.33334,0
0,1,6,16,4.66667,4.6667,0,-39.6666,7,0
0,1,5,16,4.66667,4.6667,0,-44.3334,7,0
0,0,6,15,4.66667,4.6667,0,-39.6666,2.33334,0
0,1,5,16,4.66667,4.6667,0,-44.3334,7,0
0,1,5,15,4.66667,4.6667,0,-44.3334,2.33334,0
0,1,5,14,4.66666,4.6667,0,-44.3334,-2.33333,0
0,1,6,14,4.66666,4.6667,0,-39.6666,-2.33333,0
0,1,7,14,4.66666,4.6666,0,-35,-2.33333,0
0,1,7,15,4.66667,4.6666,0,-35,2.33334,0
1,1,0,0,0,0,0,0,0,0
0,1,6,16,4.66667,4.6667,0,-39.6666,7,0
0,0,7,15,4.66667,4.6666,0,-35,2.33334,0
0,1,6,16,4.66667,4.6667,0,-39.6666,7,0
0,1,6,15,4.66667,4.6667,0,-39.6666,2.33334,0
0,1,6,14,4.66666,4.6667,0,-39.6666,-2.33333,0
0,1,7,14,4.66666,4.6666,0,-35,-2.33333,0
0,1,8,14,4.66666,4.6667,0,-30.3333,-2.33333,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,11,15,4.66667,4.6667,0,-16.3334,2.33334,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,10,14,4.66666,4.6666,0,-21,-2.33333,0
0,1,11,14,4.66666,4.6667,0,-16.3334,-2.33333,0
0,1,12,14,4.66666,4.66667,0,-11.6667,-2.33333,0
0,1,12,15,4.66667,4.66667,0,-11.6667,2.33334,0
0,1,12,16,4.66667,4.66667,0,-11.6667,7,0
1,1,0,0,0,0,0,0,0,0
0,0,12,15,4.66667,4.66667,0,-11.6667,2.33334,0
1,1,0,0,0,0,0,0,0,0
0,1,11,15,4.66667,4.6667,0,-16.3334,2.33334,0
0,1,11,14,4.66666,4.6667,0,-16.3334,-2.33333,0
0,1,12,14,4.66666,4.66667,0,-11.6667,-2.33333,0
0,1,13,14,4.66666,4.66667,0,-7,-2.33333,0
0,1,13,15,4.66667,4.66667,0,-7,2.33334,0
0,1,13,16,4.66667,4.66667,0,-7,7,0
0,1,12,16,4.66667,4.66667,0,-11.6667,7,0
0,0,13,15,4.66667,4.66667,0,-7,2.33334,0
0,1,12,16,4.66667,4.66667,0,-11.6667,7,0
0,1,12,15,4.66667,4.66667,0,-11.6667,2.33334,0
0,1,12,14,4.66666,4.66667,0,-11.6667,-2.33333,0
0,1,13,14,4.66666,4.66667,0,-7,-2.33333,0
0,1,14,14,4.66666,4.66666,0,-2.33333,-2.33333,0
0,1,14,15,4.66667,4.66666,0,-2.33333,2.33334,0
0,1,14,16,4.66667,4.66666,0,-2.33333,7,0
0,1,13,16,4.66667,4.66667,0,-7,7,0
0,0,14,15,4.66667,4.66666,0,-2.33333,2.33334,0
0,1,13,16,4.66667,4.66667,0,-7,7,0
0,1,13,15,4.66667,4.66667,0,-7,2.33334,0
0,1,13,14,4.66666,4.66667,0,-7,-2.33333,0
0,1,14,14,4.66666,4.66666,0,-2.33333,-2.33333,0
0,1,15,14,4.66666,4.66667,0,2.33334,-2.33333,0
0,1,15,15,4.66667,4.66667,0,2.33334,2.33334,0
0,1,15,16,4.66667,4.66667,0,2.33334,7,0
0,1,14,16,4.66667,4.66666,0,-2.33333,7,0
0,0,15,15,4.66667,4.66667,0,2.33334,2.33334,0
0,1,14,16,4.66667,4.66666,0,-2.33333,7,0
0,1,14,15,4.66667,4.66666,0,-2.33333,2.33334,0
0,1,14,14,4.66666,4.66666,0,-2.33333,-2.33333,0
0,1,15,14,4.66666,4.66667,0,2.33334,-2.33333,0
0,1,16,14,4.66666,4.66667,0,7,-2.33333,0
0,1,16,15,4.66667,4.66667,0,7,2.33334,0
0,1,16,16,4.66667,4.66667,0,7,7,0
0,1,15,16,4.66667,4.66667,0,2.33334,7,0
0,0,16,15,4.66667,4.66667,0,7,2.33334,0
0,1,15,16,4.66667,4.66667,0,2.33334,7,0
0,1,15,15,4.66667,4.66667,0,2.33334,2.33334,0
0,1,15,14,4.66666,4.66667,0,2.33334,-2.33333,0
0,1,16,14,4.66666,4.66667,0,7,-2.33333,0
0,1,17,14,4.66666,4.66666,0,11.6667,-2.33333,0
0,1,17,15,4.66667,4.66666,0,11.6667,2.33334,0
0,1,17,16,4.66667,4.66666,0,11.6667,7,0
0,1,16,16,4.66667,4.66667,0,7,7,0
0,0,17,15,4.66667,4.66666,0,11.6667,2.33334,0
0,1,16,16,4.66667,4.66667,0,7,7,0
0,1,16,15,4.66667,4.66667,0,7,2.33334,0
0,1,16,14,4.66666,4.66667,0,7,-2.33333,0
0,1,17,14,4.66666,4.66666,0,11.6667,-2.33333,0
0,1,18,14,4.66666,4.6667,0,16.3334,-2.33333,0
0,1,18,15,4.66667,4.6667,0,16.3334,2.33334,0
0,1,18,16,4.66667,4.6667,0,16.3334,7,0
0,1,17,16,4.66667,4.66666,0,11.6667,7,0
0,0,18,15,4.66667,4.6667,0,16.3334,2.33334,0
0,1,17,16,4.66667,4.66666,0,11.6667,7,0
0,1,17,15,4.66667,4.66666,0,11.6667,2.33334,0
0,1,17,14,4.66666,4.66666,0,11.6667,-2.33333,0
0,1,18,14,4.66666,4.6667,0,16.3334,-2.33333,0
0,1,19,14,4.66666,4.6666,0,21,-2.33333,0
0,1,19,15,4.66667,4.6666,0,21,2.33334,0
0,1,19,16,4.66667,4.6666,0,21,7,0
0,1,18,16,4.66667,4.6667,0,16.3334,7,0
0,0,19,15,4.66667,4.6666,0,21,2.33334,0
0,1,18,16,4.66667,4.6667,0,16.3334,7,0
0,1,18,15,4.66667,4.6667,0,16.3334,2.33334,0
0,1,18,14,4.66666,4.6667,0,16.3334,-2.33333,0
0,1,19,14,4.66666,4.6666,0,21,-2.33333,0
0,1,20,14,4.66666,4.6667,0,25.6666,-2.33333,0
0,1,20,15,4.66667,4.6667,0,25.6666,2.33334,0
0,1,20,16,4.66667,4.6667,0,25.6666,7,0
0,1,19,16,4.66667,4.6666,0,21,7,0
0,0,20,15,4.66667,4.6667,0,25.6666,2.33334,0
0,1,19,16,4.66667,4.6666,0,21,7,0
0,1,19,15,4.66667,4.6666,0,21,2.33334,0
0,1,19,14,4.66666,4.6666,0,21,-2.33333,0
0,1,20,14,4.66666,4.6667,0,25.6666,-2.33333,0
0,1,21,14,4.66666,4.6667,0,30.3333,-2.33333,0
0,1,21,15,4.66667,4.6667,0,30.3333,2.33334,0
0,1,21,16,4.66667,4.6667,0,30.3333,7,0
0,1,20,16,4.66667,4.6667,0,25.6666,7,0
0,0,21,15,4.66667,4.6667,0,30.3333,2.33334,0
0,1,20,16,4.66667,4.6667,0,25.6666,7,0
0,1,20,15,4.66667,4.6667,0,25.6666,2.33334,0
0,1,20,14,4.66666,4.6667,0,25.6666,-2.33333,0
0,1,21,14,4.66666,4.6667,0,30.3333,-2.33333,0
0,1,22,14,4.66666,4.6666,0,35,-2.33333,0
0,1,22,15,4.66667,4.6666,0,35,2.33334,0
0,1,22,16,4.66667,4.6666,0,35,7,0
0,1,21,16,4.66667,4.6667,0,30.3333,7,0
0,0,22,15,4.66667,4.6666,0,35,2.33334,0
0,1,21,16,4.66667,4.6667,0,30.3333,7,0
0,1,21,15,4.66667,4.6667,0,30.3333,2.33334,0
0,1,21,14,4.66666,4.6667,0,30.3333,-2.33333,0
0,1,22,14,4.66666,4.6666,0,35,-2.33333,0
0,1,23,14,4.66666,4.6667,0,39.6666,-2.33333,0
0,1,23,15,4.66667,4.6667,0,39.6666,2.33334,0
0,1,23,16,4.66667,4.6667,0,39.6666,7,0
0,1,22,16,4.66667,4.6666,0,35,7,0
0,0,23,15,4.66667,4.6667,0,39.6666,2.33334,0
0,1,22,16,4.66667,4.6666,0,35,7,0
0,1,22,15,4.66667,4.6666,0,35,2.33334,0
0,1,22,14,4.66666,4.6666,0,35,-2.33333,0
0,1,23,14,4.66666,4.6667,0,39.6666,-2.33333,0
0,1,24,14,4.66666,4.6667,0,44.3334,-2.33333,0
0,1,24,15,4.66667,4.6667,0,44.3334,2.33334,0
0,1,24,16,4.66667,4.6667,0,44.3334,7,0
0,1,23,16,4.66667,4.6667,0,39.6666,7,0
0,0,24,15,4.66667,4.6667,0,44.3334,2.33334,0
0,1,23,16,4.66667,4.6667,0,39.6666,7,0
0,1,23,15,4.66667,4.6667,0,39.6666,2.33334,0
0,1,23,14,4.66666,4.6667,0,39.6666,-2.33333,0
0,1,24,14,4.66666,4.6667,0,44.3334,-2.33333,0
0,1,25,14,4.66666,4.6666,0,49,-2.33333,0
0,1,25,15,4.66667,4.6666,0,49,2.33334,0
0,1,25,16,4.66667,4.6666,0,49,7,0
0,1,24,16,4.66667,4.6667,0,44.3334,7,0
0,0,25,15,4.66667,4.6666,0,49,2.33334,0
0,1,24,16,4.66667,4.6667,0,44.3334,7,0
0,1,24,15,4.66667,4.6667,0,44.3334,2.33334,0
0,1,24,14,4.66666,4.6667,0,44.3334,-2.33333,0
0,1,25,14,4.66666,4.6666,0,49,-2.33333,0
0,1,26,14,4.66666,4.6667,0,53.6666,-2.33333,0
0,1,26,15,4.66667,4.6667,0,53.6666,2.33334,0
0,1,26,16,4.66667,4.6667,0,53.6666,7,0
0,1,25,16,4.66667,4.6666,0,49,7,0
0,0,26,15,4.66667,4.6667,0,53.6666,2.33334,0
0,1,25,16,4.66667,4.6666,0,49,7,0
0,1,25,15,4.66667,4.6666,0,49,2.33334,0
0,1,25,14,4.66666,4.6666,0,49,-2.33333,0
0,1,26,14,4.66666,4.6667,0,53.6666,-2.33333,0
0,1,27,14,4.66666,4.6667,0,58.3334,-2.33333,0
0,1,27,15,4.66667,4.6667,0,58.3334,2.33334,0
0,1,27,16,4.66667,4.6667,0,58.3334,7,0
0,1,26,16,4.66667,4.6667,0,53.6666,7,0
0,0,27,15,4.66667,4.6667,0,58.3334,2.33334,0
0,1,26,16,4.66667,4.6667,0,53.6666,7,0
0,1,26,15,4.66667,4.6667,0,53.6666,2.33334,0
0,1,26,14,4.66666,4.6667,0,53.6666,-2.33333,0
0,1,27,14,4.66666,4.6667,0,58.3334,-2.33333,0
0,1,28,14,4.66666,4.6666,0,63,-2.33333,0
0,1,28,15,4.66667,4.6666,0,63,2.33334,0
0,1,28,16,4.66667,4.6666,0,63,7,0
0,1,27,16,4.66667,4.6667,0,58.3334,7,0
0,0,28,15,4.66667,4.6666,0,63,2.33334,0
0,1,27,16,4.66667,4.6667,0,58.3334,7,0
